symbol,Year,Month,Day,estimate_EPS,report_EPS,surprise_percent
AAPL,2024,8,1,1.35,1.4,3.7037
AAPL,2024,5,2,1.5,1.53,2.0
AAPL,2024,2,1,2.1,2.18,3.8095
AAPL,2023,11,2,1.39,1.46,5.036
AAPL,2023,8,3,1.19,1.26,5.8824
AAPL,2023,5,4,1.43,1.52,6.2937
AAPL,2023,2,2,1.94,1.88,-3.0928
AAPL,2022,10,27,1.27,1.29,1.5748
AAPL,2022,7,28,1.16,1.2,3.4483
AAPL,2022,4,28,1.43,1.52,6.2937
AAPL,2022,1,27,1.89,2.1,11.1111
AAPL,2021,10,28,1.24,1.24,0.0
AAPL,2021,7,27,1.01,1.3,28.7129
AAPL,2021,4,28,0.99,1.4,41.4141
AAPL,2021,1,27,1.41,1.68,19.1489
AAPL,2020,10,29,0.7,0.73,4.2857
AAPL,2020,7,30,0.51,0.65,27.451
AAPL,2020,4,30,0.56,0.64,14.2857
AAPL,2020,1,28,1.14,1.25,9.6491
AAPL,2019,10,30,0.71,0.76,7.0423
AAPL,2019,7,30,0.53,0.55,3.7736
AAPL,2019,4,30,0.59,0.62,5.0847
AAPL,2019,1,29,1.04,1.05,0.9615
AAPL,2018,11,1,0.7,0.73,4.2857
AAPL,2018,7,31,0.545,0.585,7.3394
AAPL,2018,5,1,0.6725,0.6825,1.487
AAPL,2018,2,1,0.965,0.9725,0.7772
AAPL,2017,11,2,0.4675,0.5175,10.6952
AAPL,2017,8,1,0.3925,0.4175,6.3694
AAPL,2017,5,2,0.505,0.525,3.9604
AAPL,2017,1,31,0.8025,0.84,4.6729
AAPL,2016,10,25,0.415,0.4175,0.6024
AAPL,2016,7,26,0.345,0.355,2.8986
AAPL,2016,4,26,0.5,0.475,-5.0
AAPL,2016,1,26,0.8075,0.82,1.548
AAPL,2015,10,27,0.47,0.49,4.2553
AAPL,2015,7,21,0.4525,0.4625,2.2099
AAPL,2015,4,27,0.54,0.5825,7.8704
AAPL,2015,1,27,0.65,0.765,17.6923
AAPL,2014,10,20,0.3275,0.355,8.3969
AAPL,2014,7,22,0.3075,0.32,4.065
AAPL,2014,4,23,0.365,0.415,13.6986
AAPL,2014,1,27,0.5025,0.5175,2.9851
AAPL,2013,10,28,0.285,0.295,3.5088
AAPL,2013,7,23,0.2625,0.2675,1.9048
AAPL,2013,4,23,0.3575,0.36,0.6993
AAPL,2013,1,23,0.48,0.4925,2.6042
AAPL,2012,10,25,0.3125,0.31,-0.8
AAPL,2012,7,24,0.37,0.3325,-10.1351
AAPL,2012,4,24,0.3575,0.44,23.0769
AAPL,2012,1,24,0.3625,0.495,36.5517
AAPL,2011,10,18,0.265,0.2525,-4.717
AAPL,2011,7,19,0.2075,0.2775,33.7349
AAPL,2011,4,20,0.1925,0.2275,18.1818
AAPL,2011,1,18,0.1925,0.23,19.4805
AAPL,2010,10,18,0.145,0.165,13.7931
AAPL,2010,7,20,0.11,0.125,13.6364
AAPL,2010,4,20,0.0875,0.12,37.1429
AAPL,2010,1,25,0.075,0.13,73.3333
AAPL,2009,10,19,0.05,0.065,30.0
AAPL,2009,7,21,0.0425,0.0475,11.7647
AAPL,2009,4,22,0.04,0.0475,18.75
AAPL,2009,1,21,0.05,0.0625,25.0
AAPL,2008,10,21,0.04,0.045,12.5
AAPL,2008,7,21,0.0375,0.0425,13.3333
AAPL,2008,4,23,0.0375,0.0425,13.3333
AAPL,2008,1,22,0.06,0.06,0.0
AAPL,2007,10,22,0.03,0.04,33.3333
AAPL,2007,7,25,0.03,0.03,0.0
AAPL,2007,4,25,0.02,0.03,50.0
AAPL,2007,1,17,0.03,0.04,33.3333
AAPL,2006,10,18,0.02,0.02,0.0
AAPL,2006,7,19,0.02,0.02,0.0
AAPL,2006,4,19,0.02,0.02,0.0
AAPL,2006,1,18,0.02,0.02,0.0
AAPL,2005,10,11,0.01,0.01,0.0
AAPL,2005,7,13,0.01,0.01,0.0
AAPL,2005,4,13,0.01,0.01,0.0
AAPL,2005,1,12,0.01,0.01,0.0
AAPL,2004,10,13,0.01,0.02,100.0
AAPL,2004,7,14,0.01,0.01,0.0
AAPL,2004,4,14,0.01,0.01,0.0
AAPL,2004,1,14,0.01,0.01,0.0
AAPL,2003,10,15,,0.01,
AAPL,2003,7,16,,0.0009,
AAPL,2003,4,16,,0.0007,
AAPL,2003,1,15,,-0.0004,
AAPL,2002,10,16,,-0.0022,
AAPL,2002,7,16,0.01,0.01,0.0
AAPL,2002,4,18,,0.002,
AAPL,2002,1,16,0.01,0.01,0.0
AAPL,2001,10,18,,0.0034,
AAPL,2001,7,18,,0.003,
AAPL,2001,4,18,,0.01,
AAPL,2000,12,31,,-0.0097,
AAPL,2000,10,18,0.01,0.01,0.0
AAPL,2000,7,18,0.01,0.01,0.0
AAPL,2000,4,19,0.01,0.01,0.0
AAPL,2000,1,19,0.01,0.01,0.0
AAPL,1999,10,13,0.02,0.02,0.0
AAPL,1999,7,14,0.01,0.01,0.0
AAPL,1999,4,14,0.01,0.01,0.0
AAPL,1999,1,13,0.01,0.01,0.0
AAPL,1998,10,14,0.02,0.01,-50.0
AAPL,1998,7,15,0.01,0.01,0.0
AAPL,1998,4,15,0.01,0.01,0.0
AAPL,1998,1,14,0.01,0.01,0.0
AAPL,1997,10,15,,-0.0114,
AAPL,1997,7,16,-0.02,-0.02,0.0
AAPL,1997,4,16,-0.04,-0.05,-25.0
AAPL,1997,1,15,-0.02,-0.03,-50.0
AAPL,1996,10,16,-0.01,0.0018,118.0
AAPL,1996,7,17,-0.04,-0.02,50.0
AAPL,1996,4,17,-0.05,-0.07,-40.0
ABBV,2024,7,25,2.57,2.65,3.1128
ABBV,2024,4,26,2.23,2.31,3.5874
ABBV,2024,2,2,2.77,2.79,0.722
ABBV,2023,10,27,2.86,2.95,3.1469
ABBV,2023,7,27,2.81,2.91,3.5587
ABBV,2023,4,27,2.46,2.46,0.0
ABBV,2023,2,9,3.56,3.6,1.1236
ABBV,2022,10,28,3.57,3.66,2.521
ABBV,2022,7,29,3.31,3.37,1.8127
ABBV,2022,4,29,3.14,3.24,3.1847
ABBV,2022,2,2,3.29,3.31,0.6079
ABBV,2021,10,29,3.22,3.33,3.4161
ABBV,2021,7,30,3.09,3.09,0.0
ABBV,2021,4,30,2.83,2.95,4.2403
ABBV,2021,2,3,2.85,2.92,2.4561
ABBV,2020,10,30,2.77,2.83,2.1661
ABBV,2020,7,31,2.19,2.34,6.8493
ABBV,2020,5,1,2.25,2.42,7.5556
ABBV,2020,2,7,2.19,2.21,0.9132
ABBV,2019,11,1,2.3,2.33,1.3043
ABBV,2019,7,26,2.21,2.26,2.2624
ABBV,2019,4,25,2.05,2.14,4.3902
ABBV,2019,1,25,1.94,1.9,-2.0619
ABBV,2018,11,2,2.02,2.14,5.9406
ABBV,2018,7,27,1.97,2.0,1.5228
ABBV,2018,4,26,1.79,1.87,4.4693
ABBV,2018,1,26,1.44,1.48,2.7778
ABBV,2017,10,27,1.38,1.41,2.1739
ABBV,2017,7,28,1.4,1.42,1.4286
ABBV,2017,4,27,1.26,1.28,1.5873
ABBV,2017,1,27,1.2,1.2,0.0
ABBV,2016,10,28,1.2,1.21,0.8333
ABBV,2016,7,29,1.2,1.26,5.0
ABBV,2016,4,28,1.13,1.15,1.7699
ABBV,2016,1,29,1.12,1.13,0.8929
ABBV,2015,10,30,1.08,1.13,4.6296
ABBV,2015,7,24,1.06,1.08,1.8868
ABBV,2015,4,23,0.85,0.94,10.5882
ABBV,2015,1,30,0.86,0.89,3.4884
ABBV,2014,10,31,0.77,0.89,15.5844
ABBV,2014,7,25,0.76,0.82,7.8947
ABBV,2014,4,25,0.68,0.71,4.4118
ABBV,2014,1,31,0.82,0.82,0.0
ABBV,2013,10,25,0.78,0.82,5.1282
ABBV,2013,7,26,0.79,0.82,3.7975
ABBV,2013,4,26,0.67,0.68,1.4925
ABBV,2013,1,23,0.99,0.9761,-1.404
ABT,2024,7,18,1.1,1.14,3.6364
ABT,2024,4,17,0.95,0.98,3.1579
ABT,2024,1,24,1.19,1.19,0.0
ABT,2023,10,18,1.1,1.14,3.6364
ABT,2023,7,20,1.05,1.08,2.8571
ABT,2023,4,19,0.99,1.03,4.0404
ABT,2023,1,25,0.92,1.03,11.9565
ABT,2022,10,19,0.94,1.15,22.3404
ABT,2022,7,20,1.13,1.43,26.5487
ABT,2022,4,20,1.47,1.73,17.6871
ABT,2022,1,26,1.21,1.32,9.0909
ABT,2021,10,20,0.95,1.4,47.3684
ABT,2021,7,22,1.02,1.17,14.7059
ABT,2021,4,20,1.27,1.32,3.937
ABT,2021,1,27,1.35,1.45,7.4074
ABT,2020,10,21,0.91,0.98,7.6923
ABT,2020,7,16,0.42,0.57,35.7143
ABT,2020,4,16,0.58,0.65,12.069
ABT,2020,1,22,0.95,0.95,0.0
ABT,2019,10,16,0.84,0.84,0.0
ABT,2019,7,17,0.8,0.82,2.5
ABT,2019,4,17,0.61,0.63,3.2787
ABT,2019,1,23,0.81,0.81,0.0
ABT,2018,10,17,0.75,0.75,0.0
ABT,2018,7,18,0.71,0.73,2.8169
ABT,2018,4,18,0.58,0.59,1.7241
ABT,2018,1,24,0.73,0.74,1.3699
ABT,2017,10,18,0.65,0.66,1.5385
ABT,2017,7,20,0.61,0.62,1.6393
ABT,2017,4,19,0.43,0.48,11.6279
ABT,2017,1,25,0.65,0.65,0.0
ABT,2016,10,19,0.58,0.59,1.7241
ABT,2016,7,20,0.53,0.55,3.7736
ABT,2016,4,20,0.39,0.41,5.1282
ABT,2016,1,28,0.61,0.62,1.6393
ABT,2015,10,21,0.53,0.54,1.8868
ABT,2015,7,22,0.5,0.52,4.0
ABT,2015,4,22,0.42,0.47,11.9048
ABT,2015,1,29,0.68,0.71,4.4118
ABT,2014,10,22,0.59,0.62,5.0847
ABT,2014,7,16,0.51,0.54,5.8824
ABT,2014,4,16,0.36,0.41,13.8889
ABT,2014,1,22,0.58,0.58,0.0
ABT,2013,10,16,0.51,0.55,7.8431
ABT,2013,7,17,0.44,0.46,4.5455
ABT,2013,4,17,0.41,0.42,2.439
ABT,2013,1,23,1.5,1.51,0.6667
ABT,2012,10,17,1.28,1.3,1.5625
ABT,2012,7,18,1.22,1.23,0.8197
ABT,2012,4,18,1.0,1.03,3.0
ABT,2012,1,25,1.44,1.45,0.6944
ABT,2011,10,19,1.17,1.18,0.8547
ABT,2011,7,20,1.11,1.12,0.9009
ABT,2011,4,20,0.9,0.91,1.1111
ABT,2011,1,26,1.29,1.3,0.7752
ABT,2010,10,20,1.04,1.05,0.9615
ABT,2010,7,21,1.0,1.01,1.0
ABT,2010,4,21,0.8,0.81,1.25
ABT,2010,1,27,1.17,1.18,0.8547
ABT,2009,10,14,0.9,0.92,2.2222
ABT,2009,7,15,0.89,0.89,0.0
ABT,2009,4,15,0.7,0.73,4.2857
ABT,2009,1,21,1.06,1.06,0.0
ABT,2008,10,15,0.77,0.79,2.5974
ABT,2008,7,16,0.79,0.84,6.3291
ABT,2008,4,16,0.62,0.63,1.6129
ABT,2008,1,23,0.92,0.93,1.087
ABT,2007,10,17,0.66,0.67,1.5152
ABT,2007,7,18,0.68,0.69,1.4706
ABT,2007,4,18,0.52,0.55,5.7692
ABT,2007,1,24,0.74,0.75,1.3514
ABT,2006,10,18,0.58,0.58,0.0
ABT,2006,7,19,0.57,0.62,8.7719
ABT,2006,4,19,0.57,0.57,0.0
ABT,2006,1,25,0.76,0.76,0.0
ABT,2005,10,19,0.58,0.58,0.0
ABT,2005,7,13,0.57,0.58,1.7544
ABT,2005,4,12,0.58,0.58,0.0
ABT,2005,1,18,0.67,0.67,0.0
ABT,2004,10,14,0.53,0.53,0.0
ABT,2004,7,9,0.54,0.54,0.0
ABT,2004,4,8,0.56,0.57,1.7857
ABT,2004,1,16,0.65,0.65,0.0
ABT,2003,10,9,0.53,0.53,0.0
ABT,2003,7,10,0.52,0.52,0.0
ABT,2003,4,9,0.51,0.51,0.0
ABT,2003,1,16,0.56,0.55,-1.7857
ABT,2002,10,9,0.48,0.48,0.0
ABT,2002,7,11,0.49,0.49,0.0
ABT,2002,4,9,0.54,0.54,0.0
ABT,2002,1,16,0.52,0.52,0.0
ABT,2001,10,10,0.44,0.44,0.0
ABT,2001,7,12,0.45,0.45,0.0
ABT,2001,4,12,0.47,0.47,0.0
ABT,2001,1,16,0.48,0.48,0.0
ABT,2000,10,10,0.42,0.42,0.0
ABT,2000,7,12,0.44,0.44,0.0
ABT,2000,4,11,0.44,0.44,0.0
ABT,2000,1,18,0.43,0.43,0.0
ABT,1999,10,11,0.38,0.38,0.0
ABT,1999,7,9,0.42,0.42,0.0
ABT,1999,4,8,0.43,0.44,2.3256
ABT,1999,1,15,0.41,0.41,0.0
ABT,1998,10,8,0.34,0.34,0.0
ABT,1998,7,9,0.37,0.38,2.7027
ABT,1998,4,9,0.38,0.38,0.0
ABT,1998,1,16,0.37,0.37,0.0
ABT,1997,10,8,0.31,0.31,0.0
ABT,1997,7,10,0.34,0.34,0.0
ABT,1997,4,9,0.34,0.35,2.9412
ABT,1997,1,16,0.33,0.33,0.0
ABT,1996,10,8,0.27,0.27,0.0
ABT,1996,7,10,0.3,0.3,0.0
ABT,1996,4,8,0.29,0.31,6.8966
ACN,2024,9,26,2.78,2.79,0.3597
ACN,2024,6,20,3.15,3.13,-0.6349
ACN,2024,3,21,2.66,2.77,4.1353
ACN,2023,12,19,3.14,3.27,4.1401
ACN,2023,9,28,2.66,2.71,1.8797
ACN,2023,6,22,3.04,3.19,4.9342
ACN,2023,3,23,2.5,2.69,7.6
ACN,2022,12,16,2.91,3.08,5.8419
ACN,2022,9,22,2.57,2.6,1.1673
ACN,2022,6,23,2.85,2.94,3.1579
ACN,2022,3,17,2.37,2.54,7.173
ACN,2021,12,16,2.63,2.78,5.7034
ACN,2021,9,23,2.19,2.2,0.4566
ACN,2021,6,24,2.23,2.4,7.6233
ACN,2021,3,18,1.9,2.03,6.8421
ACN,2020,12,17,2.05,2.32,13.1707
ACN,2020,9,24,1.73,1.7,-1.7341
ACN,2020,6,25,1.85,1.9,2.7027
ACN,2020,3,19,1.72,1.91,11.0465
ACN,2019,12,19,2.0,2.09,4.5
ACN,2019,9,26,1.71,1.74,1.7544
ACN,2019,6,27,1.89,1.93,2.1164
ACN,2019,3,28,1.57,1.73,10.1911
ACN,2018,12,20,1.86,1.96,5.3763
ACN,2018,9,27,1.56,1.58,1.2821
ACN,2018,6,28,1.72,1.79,4.0698
ACN,2018,3,22,1.49,1.58,6.0403
ACN,2017,12,21,1.67,1.79,7.1856
ACN,2017,9,28,1.47,1.48,0.6803
ACN,2017,6,22,1.52,1.52,0.0
ACN,2017,3,23,1.3,1.33,2.3077
ACN,2016,12,21,1.49,1.58,6.0403
ACN,2016,9,29,1.3,1.31,0.7692
ACN,2016,6,23,1.41,1.41,0.0
ACN,2016,3,24,1.18,1.34,13.5593
ACN,2015,12,17,1.32,1.35,2.2727
ACN,2015,9,24,1.12,1.15,2.6786
ACN,2015,6,25,1.23,1.3,5.6911
ACN,2015,3,26,1.07,1.08,0.9346
ACN,2014,12,18,1.2,1.29,7.5
ACN,2014,9,24,1.1,1.08,-1.8182
ACN,2014,6,26,1.21,1.26,4.1322
ACN,2014,3,27,1.04,1.03,-0.9615
ACN,2013,12,19,1.09,1.13,3.6697
ACN,2013,9,26,1.01,1.01,0.0
ACN,2013,6,27,1.13,1.14,0.885
ACN,2013,3,28,0.97,1.0,3.0928
ACN,2012,12,19,1.04,1.06,1.9231
ACN,2012,9,27,0.88,0.88,0.0
ACN,2012,6,28,0.99,1.03,4.0404
ACN,2012,3,22,0.86,0.97,12.7907
ACN,2011,12,15,0.94,0.96,2.1277
ACN,2011,9,27,0.88,0.91,3.4091
ACN,2011,6,23,0.9,0.93,3.3333
ACN,2011,3,24,0.71,0.75,5.6338
ACN,2010,12,16,0.75,0.81,8.0
ACN,2010,9,30,0.63,0.66,4.7619
ACN,2010,6,24,0.69,0.73,5.7971
ACN,2010,3,25,0.61,0.6,-1.6393
ACN,2009,12,17,0.65,0.67,3.0769
ACN,2009,10,1,0.63,0.63,0.0
ACN,2009,6,25,0.64,0.68,6.25
ACN,2009,3,26,0.62,0.63,1.6129
ACN,2008,12,18,0.68,0.74,8.8235
ACN,2008,9,25,0.66,0.67,1.5152
ACN,2008,6,26,0.69,0.74,7.2464
ACN,2008,3,27,0.56,0.64,14.2857
ACN,2007,12,19,0.56,0.6,7.1429
ACN,2007,9,27,0.48,0.5,4.1667
ACN,2007,6,28,0.55,0.54,-1.8182
ACN,2007,3,27,0.42,0.47,11.9048
ACN,2006,12,20,0.42,0.46,9.5238
ACN,2006,9,28,0.38,0.39,2.6316
ACN,2006,6,29,0.46,0.5,8.6957
ACN,2006,3,28,0.35,0.37,5.7143
ACN,2006,1,5,0.34,0.36,5.8824
ACN,2005,10,6,0.36,0.38,5.5556
ACN,2005,7,7,0.43,0.44,2.3256
ACN,2005,4,7,0.32,0.32,0.0
ACN,2005,1,6,0.31,0.32,3.2258
ACN,2004,10,13,0.28,0.3,7.1429
ACN,2004,7,7,0.37,0.37,0.0
ACN,2004,3,30,0.25,0.29,16.0
ACN,2004,1,13,0.28,0.27,-3.5714
ACN,2003,10,9,0.25,0.25,0.0
ACN,2003,7,15,0.25,0.28,12.0
ACN,2003,4,14,0.24,0.25,4.1667
ACN,2003,1,9,0.26,0.27,3.8462
ACN,2002,10,10,0.16,0.16,0.0
ACN,2002,7,12,0.26,0.27,3.8462
ACN,2002,4,11,0.22,0.23,4.5455
ACN,2002,1,9,0.24,0.25,4.1667
ACN,2001,10,11,0.11,0.12,9.0909
ADBE,2024,9,12,4.53,4.65,2.649
ADBE,2024,6,13,4.39,4.48,2.0501
ADBE,2024,3,14,4.38,4.48,2.2831
ADBE,2023,12,13,4.14,4.27,3.1401
ADBE,2023,9,14,3.98,4.09,2.7638
ADBE,2023,6,15,3.79,3.91,3.1662
ADBE,2023,3,15,3.68,3.8,3.2609
ADBE,2022,12,15,3.5,3.6,2.8571
ADBE,2022,9,15,3.33,3.4,2.1021
ADBE,2022,6,16,3.31,3.35,1.2085
ADBE,2022,3,22,3.34,3.37,0.8982
ADBE,2021,12,16,3.2,3.2,0.0
ADBE,2021,9,21,3.01,3.11,3.3223
ADBE,2021,6,17,2.81,3.03,7.8292
ADBE,2021,3,23,2.78,3.14,12.9496
ADBE,2020,12,10,2.66,2.81,5.6391
ADBE,2020,9,15,2.41,2.57,6.639
ADBE,2020,6,11,2.33,2.45,5.1502
ADBE,2020,3,12,2.23,2.2,-1.3453
ADBE,2019,12,12,2.26,2.29,1.3274
ADBE,2019,9,17,1.97,2.05,4.0609
ADBE,2019,6,18,1.78,1.83,2.809
ADBE,2019,3,14,1.62,1.65,1.8519
ADBE,2018,12,13,1.88,1.9,1.0638
ADBE,2018,9,13,1.69,1.73,2.3669
ADBE,2018,6,14,1.54,1.66,7.7922
ADBE,2018,3,15,1.44,1.55,7.6389
ADBE,2017,12,14,1.16,1.26,8.6207
ADBE,2017,9,19,1.01,1.1,8.9109
ADBE,2017,6,20,0.95,1.02,7.3684
ADBE,2017,3,16,0.87,0.94,8.046
ADBE,2016,12,15,0.86,0.9,4.6512
ADBE,2016,9,20,0.72,0.75,4.1667
ADBE,2016,6,21,0.68,0.71,4.4118
ADBE,2016,3,17,0.61,0.66,8.1967
ADBE,2015,12,10,0.6,0.62,3.3333
ADBE,2015,9,17,0.5,0.54,8.0
ADBE,2015,6,16,0.45,0.48,6.6667
ADBE,2015,3,17,0.39,0.44,12.8205
ADBE,2014,12,11,0.3,0.36,20.0
ADBE,2014,9,16,0.26,0.28,7.6923
ADBE,2014,6,17,0.3,0.37,23.3333
ADBE,2014,3,18,0.25,0.3,20.0
ADBE,2013,12,12,0.32,0.32,0.0
ADBE,2013,9,17,0.34,0.32,-5.8824
ADBE,2013,6,18,0.34,0.36,5.8824
ADBE,2013,3,19,0.31,0.35,12.9032
ADBE,2012,12,13,0.57,0.61,7.0175
ADBE,2012,9,19,0.58,0.58,0.0
ADBE,2012,6,19,0.59,0.6,1.6949
ADBE,2012,3,19,0.57,0.57,0.0
ADBE,2011,12,15,0.6,0.67,11.6667
ADBE,2011,9,20,0.54,0.55,1.8519
ADBE,2011,6,21,0.51,0.55,7.8431
ADBE,2011,3,22,0.57,0.58,1.7544
ADBE,2010,12,20,0.52,0.56,7.6923
ADBE,2010,9,21,0.49,0.54,10.2041
ADBE,2010,6,22,0.42,0.44,4.7619
ADBE,2010,3,23,0.37,0.4,8.1081
ADBE,2009,12,15,0.37,0.39,5.4054
ADBE,2009,9,15,0.34,0.35,2.9412
ADBE,2009,6,16,0.35,0.35,0.0
ADBE,2009,3,17,0.44,0.45,2.2727
ADBE,2008,12,16,0.58,0.6,3.4483
ADBE,2008,9,16,0.46,0.5,8.6957
ADBE,2008,6,16,0.46,0.5,8.6957
ADBE,2008,3,18,0.45,0.48,6.6667
ADBE,2007,12,17,0.48,0.49,2.0833
ADBE,2007,9,17,0.41,0.45,9.7561
ADBE,2007,6,14,0.35,0.37,5.7143
ADBE,2007,3,20,0.29,0.3,3.4483
ADBE,2006,12,14,0.33,0.33,0.0
ADBE,2006,9,14,0.26,0.29,11.5385
ADBE,2006,6,15,0.3,0.31,3.3333
ADBE,2006,3,22,0.29,0.32,10.3448
ADBE,2005,12,15,0.29,0.3,3.4483
ADBE,2005,9,15,0.27,0.29,7.4074
ADBE,2005,6,16,0.27,0.28,3.7037
ADBE,2005,3,17,0.25,0.27,8.0
ADBE,2004,12,16,0.21,0.22,4.7619
ADBE,2004,9,20,0.19,0.22,15.7895
ADBE,2004,6,17,0.21,0.22,4.7619
ADBE,2004,3,18,0.2,0.25,25.0
ADBE,2003,12,11,0.16,0.17,6.25
ADBE,2003,9,10,0.12,0.14,16.6667
ADBE,2003,6,12,0.13,0.14,7.6923
ADBE,2003,3,13,0.11,0.13,18.1818
ADBE,2002,12,11,0.11,0.13,18.1818
ADBE,2002,9,12,0.1,0.11,10.0
ADBE,2002,6,13,0.13,0.14,7.6923
ADBE,2002,3,14,0.1,0.11,10.0
ADBE,2001,12,13,0.11,0.1,-9.0909
ADBE,2001,9,19,0.14,0.14,0.0
ADBE,2001,6,14,0.14,0.17,21.4286
ADBE,2001,3,15,0.14,0.17,21.4286
ADBE,2000,12,14,0.14,0.17,21.4286
ADBE,2000,9,14,0.13,0.14,7.6923
ADBE,2000,6,15,0.12,0.13,8.3333
ADBE,2000,3,16,0.11,0.12,9.0909
ADBE,1999,12,16,0.1,0.12,20.0
ADBE,1999,9,16,0.09,0.1,11.1111
ADBE,1999,6,17,0.08,0.09,12.5
ADBE,1999,3,18,0.06,0.08,33.3333
ADBE,1998,12,16,0.08,0.1,25.0
ADBE,1998,9,10,0.04,0.05,25.0
ADBE,1998,6,25,0.05,0.05,0.0
ADBE,1998,3,26,0.06,0.04,-33.3333
ADBE,1997,12,18,0.07,0.07,0.0
ADBE,1997,9,19,0.06,0.07,16.6667
ADBE,1997,6,18,0.07,0.07,0.0
ADBE,1997,3,18,0.06,0.08,33.3333
ADBE,1997,1,7,0.06,0.06,0.0
ADBE,1996,9,25,0.04,0.04,0.0
AIG,2024,7,31,1.3,1.16,-10.7692
AIG,2024,5,1,1.65,1.77,7.2727
AIG,2024,2,13,1.64,1.79,9.1463
AIG,2023,11,2,1.5,3.82,154.6667
AIG,2023,8,2,1.59,2.31,45.283
AIG,2023,5,5,1.42,-0.12,-108.4507
AIG,2023,2,17,1.29,0.58,-55.0388
AIG,2022,11,2,0.53,3.5,560.3774
AIG,2022,8,9,1.1,3.78,243.6364
AIG,2022,5,5,1.18,5.15,336.4407
AIG,2022,2,17,1.19,4.38,268.0672
AIG,2021,11,5,0.88,1.92,118.1818
AIG,2021,8,6,1.2,0.11,-90.8333
AIG,2021,5,7,0.97,4.41,354.6392
AIG,2021,2,19,0.93,-0.0605,-106.5054
AIG,2020,11,6,0.54,0.32,-40.7407
AIG,2020,8,4,0.5,-9.15,-1930.0
AIG,2020,5,5,0.72,1.98,175.0
AIG,2020,2,21,1.0,1.06,6.0
AIG,2019,11,1,1.0,0.72,-28.0
AIG,2019,8,8,1.15,1.24,7.8261
AIG,2019,5,7,1.06,0.75,-29.2453
AIG,2019,2,15,0.42,-0.71,-269.0476
AIG,2018,10,31,0.12,-0.34,-383.3333
AIG,2018,8,2,1.21,1.05,-13.2231
AIG,2018,5,2,1.27,1.04,-18.1102
AIG,2018,2,8,0.75,0.57,-24.0
AIG,2017,11,2,-0.79,-1.22,-54.4304
AIG,2017,8,2,1.2,1.53,27.5
AIG,2017,5,3,1.08,1.36,25.9259
AIG,2017,2,14,1.18,0.84,-28.8136
AIG,2016,11,2,1.21,1.23,1.6529
AIG,2016,8,2,0.93,0.98,5.3763
AIG,2016,5,2,1.0,0.65,-35.0
AIG,2016,2,11,-0.93,-1.1,-18.2796
AIG,2015,11,2,1.03,0.52,-49.5146
AIG,2015,8,3,1.22,1.39,13.9344
AIG,2015,4,30,1.19,1.22,2.521
AIG,2015,2,12,1.05,0.97,-7.619
AIG,2014,11,3,1.09,1.21,11.0092
AIG,2014,8,4,1.05,1.25,19.0476
AIG,2014,5,5,1.07,1.21,13.0841
AIG,2014,2,13,0.96,1.15,19.7917
AIG,2013,10,31,0.94,0.96,2.1277
AIG,2013,8,1,0.85,1.12,31.7647
AIG,2013,5,2,0.87,1.34,54.023
AIG,2013,2,21,-0.08,0.2,350.0
AIG,2012,11,1,0.86,1.0,16.2791
AIG,2012,8,2,0.57,1.06,85.9649
AIG,2012,5,3,1.12,1.65,47.3214
AIG,2012,2,23,0.63,0.82,30.1587
AIG,2011,11,3,-0.63,-1.6,-153.9683
AIG,2011,8,4,0.92,0.69,-25.0
AIG,2011,5,5,-0.15,1.3,966.6667
AIG,2011,2,24,-16.98,-16.2,4.5936
AIG,2010,11,5,1.35,-1.47,-208.8889
AIG,2010,8,6,0.99,1.43,44.4444
AIG,2010,5,7,0.48,1.75,264.5833
AIG,2010,2,26,-3.94,-53.23,-1251.0152
AIG,2009,11,6,1.98,2.85,43.9394
AIG,2009,8,7,1.67,2.57,53.8922
AIG,2009,5,7,-1.17,-19.4,-1558.1197
AIG,2009,3,2,-7.37,-283.4,-3745.3189
AIG,2008,11,10,-17.96,-68.4,-280.8463
AIG,2008,8,6,12.61,-10.2,-180.8882
AIG,2008,5,8,-15.24,-28.2,-85.0394
AIG,2008,2,28,12.0,-25.0,-308.3333
AIG,2007,11,7,32.42,27.0,-16.7181
AIG,2007,8,8,32.25,35.4,9.7674
AIG,2007,5,10,30.86,33.6,8.8788
AIG,2007,3,1,29.89,29.4,-1.6393
AIG,2006,11,9,28.42,30.6,7.6707
AIG,2006,8,9,27.74,31.6,13.9149
AIG,2006,5,10,27.12,25.8,-4.8673
AIG,2006,3,16,4.87,2.8,-42.5051
AIG,2005,11,14,15.69,13.6,-13.3206
AIG,2005,8,9,24.21,25.4,4.9153
AIG,2005,6,28,23.55,24.2,2.7601
AIG,2005,2,9,22.26,23.4,5.1213
AIG,2004,10,21,19.57,19.4,-0.8687
AIG,2004,7,22,22.3,22.8,2.2422
AIG,2004,4,22,21.2,21.6,1.8868
AIG,2004,2,11,20.71,21.0,1.4003
AIG,2003,10,23,19.54,19.6,0.3071
AIG,2003,7,24,18.8,19.2,2.1277
AIG,2003,4,24,17.71,18.0,1.6375
AIG,2003,2,13,4.25,4.0,-5.8824
AIG,2002,10,24,17.55,17.0,-3.1339
AIG,2002,7,25,17.01,16.8,-1.2346
AIG,2002,4,25,16.22,16.2,-0.1233
AIG,2002,2,7,15.68,15.4,-1.7857
AIG,2001,10,25,10.85,11.0,1.3825
AIG,2001,7,26,13.95,14.0,0.3584
