symbol,Year,Month,Day,estimate_EPS,report_EPS,surprise_percent
QCOM,2004,11,3,0.29,0.29,0.0
QCOM,2004,7,21,0.26,0.28,7.6923
QCOM,2004,4,21,0.24,0.27,12.5
QCOM,2004,1,21,0.24,0.26,8.3333
QCOM,2003,11,5,0.14,0.14,0.0
QCOM,2003,7,23,0.15,0.17,13.3333
QCOM,2003,4,23,0.18,0.19,5.5556
QCOM,2003,1,22,0.19,0.21,10.5263
QCOM,2002,11,7,0.14,0.16,14.2857
QCOM,2002,7,25,0.11,0.12,9.0909
QCOM,2002,4,24,0.1,0.1,0.0
QCOM,2002,1,24,0.11,0.12,9.0909
QCOM,2001,11,6,0.12,0.12,0.0
QCOM,2001,7,26,0.1,0.11,10.0
QCOM,2001,4,25,0.15,0.14,-6.6667
QCOM,2001,1,25,0.14,0.14,0.0
QCOM,2000,11,2,0.14,0.13,-7.1429
QCOM,2000,7,19,0.14,0.14,0.0
QCOM,2000,4,18,0.12,0.13,8.3333
QCOM,2000,1,25,0.12,0.13,8.3333
QCOM,1999,11,2,0.11,0.11,0.0
QCOM,1999,7,19,0.08,0.09,12.5
QCOM,1999,4,20,0.04,0.05,25.0
QCOM,1999,1,19,0.04,0.04,0.0
QCOM,1998,11,3,0.03,0.03,0.0
QCOM,1998,7,21,0.02,0.02,0.0
QCOM,1998,4,21,0.01,0.02,100.0
QCOM,1998,1,20,0.03,0.04,33.3333
QCOM,1997,11,11,0.02,0.03,50.0
QCOM,1997,7,22,0.02,0.02,0.0
QCOM,1997,4,21,0.01,0.01,0.0
QCOM,1997,1,20,0.01,0.01,0.0
QCOM,1996,11,18,0.01,0.01,0.0
QCOM,1996,7,22,,0.0013,
QCOM,1996,4,16,0.01,0.0013,-87.0
RTX,2024,7,25,1.3,1.41,8.4615
RTX,2024,4,23,1.23,1.34,8.9431
RTX,2024,1,23,1.24,1.29,4.0323
RTX,2023,10,24,1.21,1.25,3.3058
RTX,2023,7,25,1.18,1.29,9.322
RTX,2023,4,25,1.13,1.22,7.9646
RTX,2023,1,24,1.24,1.27,2.4194
RTX,2022,10,25,1.14,1.21,6.1404
RTX,2022,7,26,1.12,1.16,3.5714
RTX,2022,4,26,1.02,1.15,12.7451
RTX,2022,1,25,1.02,1.08,5.8824
RTX,2021,10,26,1.08,1.26,16.6667
RTX,2021,7,27,0.93,1.03,10.7527
RTX,2021,4,27,0.87,0.9,3.4483
RTX,2021,1,26,0.7,0.74,5.7143
RTX,2020,10,27,0.5,0.58,16.0
RTX,2020,7,28,0.12,0.4,233.3333
RTX,2020,5,7,1.22,1.78,45.9016
RTX,2020,1,28,1.84,1.94,5.4348
RTX,2019,10,22,2.03,2.21,8.867
RTX,2019,7,23,2.05,2.2,7.3171
RTX,2019,4,23,1.71,1.91,11.6959
RTX,2019,1,23,1.53,1.95,27.451
RTX,2018,10,23,1.81,1.93,6.6298
RTX,2018,7,24,1.85,1.97,6.4865
RTX,2018,4,24,1.52,1.77,16.4474
RTX,2018,1,24,1.56,1.6,2.5641
RTX,2017,10,24,1.68,1.73,2.9762
RTX,2017,7,25,1.78,1.85,3.9326
RTX,2017,4,26,1.39,1.48,6.4748
RTX,2017,1,25,1.56,1.56,0.0
RTX,2016,10,25,1.66,1.76,6.0241
RTX,2016,7,26,1.68,1.82,8.3333
RTX,2016,4,27,1.39,1.42,2.1583
RTX,2016,1,27,1.52,1.37,-9.8684
RTX,2015,10,20,1.55,1.61,3.871
RTX,2015,7,21,1.71,1.73,1.1696
RTX,2015,4,21,1.45,1.58,8.9655
RTX,2015,1,26,1.62,1.62,0.0
RTX,2014,10,21,1.81,2.04,12.7072
RTX,2014,7,22,1.71,1.84,7.6023
RTX,2014,4,22,1.27,1.32,3.937
RTX,2014,1,22,1.53,1.58,3.268
RTX,2013,10,22,1.54,1.55,0.6494
RTX,2013,7,23,1.57,1.7,8.2803
RTX,2013,4,23,1.29,1.39,7.7519
RTX,2013,1,23,1.03,1.04,0.9709
RTX,2012,10,23,1.18,1.37,16.1017
RTX,2012,7,26,1.41,1.62,14.8936
RTX,2012,4,24,1.2,1.31,9.1667
RTX,2012,1,25,1.46,1.47,0.6849
RTX,2011,10,19,1.44,1.47,2.0833
RTX,2011,7,20,1.41,1.45,2.8369
RTX,2011,4,20,1.07,1.11,3.7383
RTX,2011,1,26,1.29,1.31,1.5504
RTX,2010,10,20,1.28,1.3,1.5625
RTX,2010,7,21,1.16,1.2,3.4483
RTX,2010,4,21,0.9,0.93,3.3333
RTX,2010,1,27,1.14,1.15,0.8772
RTX,2009,10,20,1.12,1.14,1.7857
RTX,2009,7,21,1.04,1.05,0.9615
RTX,2009,4,21,0.78,0.78,0.0
RTX,2009,1,21,1.22,1.23,0.8197
RTX,2008,10,16,1.31,1.33,1.5267
RTX,2008,7,17,1.3,1.32,1.5385
RTX,2008,4,17,1.01,1.03,1.9802
RTX,2008,1,23,1.07,1.08,0.9346
RTX,2007,10,17,1.16,1.21,4.3103
RTX,2007,7,18,1.15,1.16,0.8696
RTX,2007,4,18,0.8,0.82,2.5
RTX,2007,1,23,0.85,0.87,2.3529
RTX,2006,10,17,0.96,0.99,3.125
RTX,2006,7,18,1.01,1.09,7.9208
RTX,2006,4,19,0.73,0.76,4.1096
RTX,2006,1,24,0.7,0.71,1.4286
RTX,2005,10,18,0.79,0.81,2.5316
RTX,2005,7,20,0.85,0.95,11.7647
RTX,2005,4,20,0.62,0.64,3.2258
RTX,2005,1,21,0.64,0.65,1.5625
RTX,2004,10,20,0.71,0.72,1.4085
RTX,2004,7,21,0.79,0.83,5.0633
RTX,2004,4,21,0.56,0.57,1.7857
RTX,2004,1,20,0.56,0.58,3.5714
RTX,2003,10,16,0.62,0.64,3.2258
RTX,2003,7,17,0.61,0.63,3.2787
RTX,2003,4,17,0.49,0.5,2.0408
RTX,2003,1,16,0.52,0.53,1.9231
RTX,2002,10,17,0.59,0.61,3.3898
RTX,2002,7,17,0.6,0.62,3.3333
RTX,2002,4,17,0.45,0.46,2.2222
RTX,2002,1,17,0.33,0.35,6.0606
RTX,2001,10,16,0.56,0.56,0.0
RTX,2001,7,18,0.57,0.58,1.7544
RTX,2001,4,19,0.42,0.43,2.381
RTX,2001,1,18,0.42,0.42,0.0
RTX,2000,10,18,0.48,0.49,2.0833
RTX,2000,7,19,0.49,0.5,2.0408
RTX,2000,4,19,0.36,0.37,2.7778
RTX,2000,1,19,0.34,0.35,2.9412
RTX,1999,10,19,0.41,0.42,2.439
RTX,1999,7,20,0.41,0.43,4.878
RTX,1999,4,20,0.3,0.16,-46.6667
RTX,1999,1,21,0.28,0.29,3.5714
RTX,1998,10,21,0.33,0.35,6.0606
RTX,1998,7,23,0.35,0.36,2.8571
RTX,1998,4,22,0.25,0.28,12.0
RTX,1998,1,22,0.23,0.24,4.3478
RTX,1997,10,22,0.28,0.29,3.5714
RTX,1997,7,23,0.29,0.29,0.0
RTX,1997,4,23,0.2,0.22,10.0
RTX,1997,1,23,0.21,0.22,4.7619
RTX,1996,10,23,0.23,0.24,4.3478
RTX,1996,7,24,0.24,0.25,4.1667
RTX,1996,4,23,0.15,0.16,6.6667
SBUX,2024,7,30,0.93,0.93,0.0
SBUX,2024,4,30,0.79,0.68,-13.9241
SBUX,2024,1,30,0.93,0.9,-3.2258
SBUX,2023,11,2,0.97,1.06,9.2784
SBUX,2023,8,1,0.95,1.0,5.2632
SBUX,2023,5,2,0.65,0.74,13.8462
SBUX,2023,2,2,0.77,0.75,-2.5974
SBUX,2022,11,3,0.72,0.81,12.5
SBUX,2022,8,2,0.75,0.84,12.0
SBUX,2022,5,3,0.59,0.59,0.0
SBUX,2022,2,1,0.8,0.72,-10.0
SBUX,2021,10,28,0.99,1.0,1.0101
SBUX,2021,7,27,0.78,1.01,29.4872
SBUX,2021,4,27,0.53,0.62,16.9811
SBUX,2021,1,26,0.55,0.61,10.9091
SBUX,2020,10,29,0.31,0.51,64.5161
SBUX,2020,7,28,-0.59,-0.46,22.0339
SBUX,2020,4,28,0.34,0.32,-5.8824
SBUX,2020,1,28,0.76,0.79,3.9474
SBUX,2019,10,30,0.7,0.7,0.0
SBUX,2019,7,25,0.72,0.78,8.3333
SBUX,2019,4,25,0.56,0.6,7.1429
SBUX,2019,1,24,0.65,0.68,4.6154
SBUX,2018,11,1,0.6,0.62,3.3333
SBUX,2018,7,26,0.61,0.62,1.6393
SBUX,2018,4,26,0.53,0.53,0.0
SBUX,2018,1,25,0.57,0.58,1.7544
SBUX,2017,11,2,0.55,0.55,0.0
SBUX,2017,7,27,0.55,0.55,0.0
SBUX,2017,4,27,0.45,0.45,0.0
SBUX,2017,1,26,0.52,0.52,0.0
SBUX,2016,11,3,0.55,0.56,1.8182
SBUX,2016,7,21,0.49,0.49,0.0
SBUX,2016,4,21,0.39,0.39,0.0
SBUX,2016,1,21,0.45,0.46,2.2222
SBUX,2015,10,29,0.43,0.43,0.0
SBUX,2015,7,23,0.41,0.42,2.439
SBUX,2015,4,23,0.33,0.33,0.0
SBUX,2015,1,22,0.4,0.4,0.0
SBUX,2014,10,30,0.37,0.37,0.0
SBUX,2014,7,24,0.33,0.34,3.0303
SBUX,2014,4,24,0.28,0.28,0.0
SBUX,2014,1,23,0.35,0.34,-2.8571
SBUX,2013,10,30,0.3,0.32,6.6667
SBUX,2013,7,25,0.27,0.28,3.7037
SBUX,2013,4,25,0.24,0.24,0.0
SBUX,2013,1,24,0.29,0.28,-3.4483
SBUX,2012,11,1,0.22,0.23,4.5455
SBUX,2012,7,26,0.23,0.22,-4.3478
SBUX,2012,4,26,0.2,0.2,0.0
SBUX,2012,1,26,0.24,0.25,4.1667
SBUX,2011,11,3,0.18,0.19,5.5556
SBUX,2011,7,28,0.17,0.18,5.8824
SBUX,2011,4,27,0.17,0.17,0.0
SBUX,2011,1,26,0.2,0.23,15.0
SBUX,2010,11,4,0.16,0.19,18.75
SBUX,2010,7,21,0.14,0.14,0.0
SBUX,2010,4,21,0.12,0.14,16.6667
SBUX,2010,1,20,0.14,0.17,21.4286
SBUX,2009,11,5,0.1,0.12,20.0
SBUX,2009,7,21,0.09,0.12,33.3333
SBUX,2009,4,29,0.07,0.08,14.2857
SBUX,2009,1,28,0.08,0.08,0.0
SBUX,2008,11,10,0.07,0.05,-28.5714
SBUX,2008,7,30,0.09,0.08,-11.1111
SBUX,2008,4,30,0.08,0.09,12.5
SBUX,2008,1,30,0.14,0.14,0.0
SBUX,2007,11,15,0.1,0.11,10.0
SBUX,2007,8,1,0.11,0.11,0.0
SBUX,2007,5,3,0.1,0.1,0.0
SBUX,2007,1,31,0.13,0.13,0.0
SBUX,2006,11,16,0.08,0.09,12.5
SBUX,2006,8,2,0.09,0.09,0.0
SBUX,2006,5,3,0.07,0.08,14.2857
SBUX,2006,2,1,0.1,0.11,10.0
SBUX,2005,11,17,0.07,0.08,14.2857
SBUX,2005,7,27,0.07,0.08,14.2857
SBUX,2005,4,27,0.06,0.06,0.0
SBUX,2005,1,26,0.09,0.09,0.0
SBUX,2004,11,10,0.06,0.06,0.0
SBUX,2004,7,21,0.05,0.06,20.0
SBUX,2004,4,21,0.04,0.05,25.0
SBUX,2004,1,21,0.06,0.07,16.6667
SBUX,2003,11,13,0.04,0.04,0.0
SBUX,2003,7,24,0.04,0.04,0.0
SBUX,2003,4,24,0.03,0.03,0.0
SBUX,2003,1,23,0.05,0.05,0.0
SBUX,2002,11,14,0.04,0.04,0.0
SBUX,2002,7,25,0.03,0.04,33.3333
SBUX,2002,4,25,0.02,0.03,50.0
SBUX,2002,1,24,0.04,0.04,0.0
SBUX,2001,11,15,0.03,0.04,33.3333
SBUX,2001,7,26,0.03,0.03,0.0
SBUX,2001,4,26,0.02,0.02,0.0
SBUX,2001,1,25,0.03,0.03,0.0
SBUX,2000,11,16,0.03,0.03,0.0
SBUX,2000,7,27,0.02,0.02,0.0
SBUX,2000,4,27,0.02,0.02,0.0
SBUX,2000,1,27,0.02,0.02,0.0
SBUX,1999,11,18,0.02,0.02,0.0
SBUX,1999,7,22,0.02,0.02,0.0
SBUX,1999,4,22,0.01,0.01,0.0
SBUX,1999,1,21,0.02,0.02,0.0
SBUX,1998,11,12,0.02,0.02,0.0
SBUX,1998,7,23,0.01,0.01,0.0
SBUX,1998,4,23,0.01,0.01,0.0
SBUX,1998,1,22,0.02,0.02,0.0
SBUX,1997,11,13,0.01,0.01,0.0
SBUX,1997,7,24,0.01,0.01,0.0
SBUX,1997,4,24,0.01,0.01,0.0
SBUX,1997,1,23,0.01,0.01,0.0
SBUX,1996,11,14,0.01,0.01,0.0
SBUX,1996,7,25,0.01,0.01,0.0
SBUX,1996,4,25,0.0,0.0,
SCHW,2024,7,16,0.72,0.73,1.3889
SCHW,2024,4,15,0.74,0.74,0.0
SCHW,2024,1,17,0.64,0.68,6.25
SCHW,2023,10,16,0.74,0.77,4.0541
SCHW,2023,7,18,0.71,0.75,5.6338
SCHW,2023,4,17,0.9,0.93,3.3333
SCHW,2023,1,18,1.09,1.09,0.0
SCHW,2022,10,17,1.05,1.1,4.7619
SCHW,2022,7,18,0.91,0.97,6.5934
SCHW,2022,4,18,0.84,0.77,-8.3333
SCHW,2022,1,18,0.88,0.86,-2.2727
SCHW,2021,10,15,0.81,0.84,3.7037
SCHW,2021,7,16,0.71,0.8,12.6761
SCHW,2021,4,15,0.82,0.84,2.439
SCHW,2021,1,19,0.71,0.74,4.2254
SCHW,2020,10,15,0.46,0.48,4.3478
SCHW,2020,7,16,0.53,0.48,-9.434
SCHW,2020,4,15,0.62,0.58,-6.4516
SCHW,2020,1,16,0.64,0.63,-1.5625
SCHW,2019,10,15,0.64,0.74,15.625
SCHW,2019,7,16,0.65,0.66,1.5385
SCHW,2019,4,15,0.66,0.69,4.5455
SCHW,2019,1,16,0.64,0.65,1.5625
SCHW,2018,10,15,0.65,0.65,0.0
SCHW,2018,7,17,0.58,0.6,3.4483
SCHW,2018,4,16,0.54,0.55,1.8519
SCHW,2018,1,17,0.41,0.44,7.3171
SCHW,2017,10,16,0.41,0.42,2.439
SCHW,2017,7,18,0.39,0.39,0.0
SCHW,2017,4,18,0.36,0.39,8.3333
SCHW,2017,1,18,0.36,0.36,0.0
SCHW,2016,10,17,0.33,0.34,3.0303
SCHW,2016,7,18,0.3,0.3,0.0
SCHW,2016,4,15,0.29,0.29,0.0
SCHW,2016,1,19,0.25,0.24,-4.0
SCHW,2015,10,15,0.27,0.27,0.0
SCHW,2015,7,16,0.24,0.25,4.1667
SCHW,2015,4,15,0.24,0.22,-8.3333
SCHW,2015,1,16,0.24,0.24,0.0
SCHW,2014,10,15,0.24,0.24,0.0
SCHW,2014,7,16,0.22,0.23,4.5455
SCHW,2014,4,15,0.22,0.24,9.0909
SCHW,2014,1,16,0.21,0.23,9.5238
SCHW,2013,10,15,0.2,0.22,10.0
SCHW,2013,7,16,0.19,0.18,-5.2632
SCHW,2013,4,15,0.16,0.15,-6.25
SCHW,2013,1,16,0.15,0.15,0.0
SCHW,2012,10,15,0.17,0.17,0.0
SCHW,2012,7,17,0.18,0.2,11.1111
SCHW,2012,4,16,0.15,0.15,0.0
SCHW,2012,1,18,0.13,0.13,0.0
SCHW,2011,10,17,0.19,0.19,0.0
SCHW,2011,7,18,0.19,0.2,5.2632
SCHW,2011,4,15,0.19,0.2,5.2632
SCHW,2011,1,18,0.1,0.1,0.0
SCHW,2010,10,15,0.09,0.1,11.1111
SCHW,2010,7,16,0.15,0.17,13.3333
SCHW,2010,4,15,0.11,0.1,-9.0909
SCHW,2010,1,19,0.15,0.14,-6.6667
SCHW,2009,10,15,0.17,0.17,0.0
SCHW,2009,7,16,0.18,0.18,0.0
SCHW,2009,4,15,0.15,0.19,26.6667
SCHW,2009,1,16,0.26,0.27,3.8462
SCHW,2008,10,15,0.23,0.26,13.0435
SCHW,2008,7,16,0.26,0.27,3.8462
SCHW,2008,4,15,0.26,0.26,0.0
SCHW,2008,1,16,0.27,0.26,-3.7037
SCHW,2007,10,15,0.25,0.27,8.0
SCHW,2007,7,17,0.23,0.23,0.0
SCHW,2007,4,17,0.22,0.22,0.0
SCHW,2007,1,17,0.21,0.21,0.0
SCHW,2006,10,16,0.2,0.21,5.0
SCHW,2006,7,18,0.2,0.19,-5.0
SCHW,2006,4,17,0.19,0.19,0.0
SCHW,2006,1,18,0.14,0.14,0.0
SCHW,2005,10,17,0.15,0.16,6.6667
SCHW,2005,7,18,0.13,0.14,7.6923
SCHW,2005,4,15,0.12,0.12,0.0
SCHW,2005,1,18,0.11,0.12,9.0909
SCHW,2004,10,15,0.08,0.08,0.0
SCHW,2004,7,20,0.09,0.08,-11.1111
SCHW,2004,4,20,0.12,0.12,0.0
SCHW,2004,1,22,0.11,0.11,0.0
SCHW,2003,10,21,0.1,0.11,10.0
SCHW,2003,7,23,0.09,0.09,0.0
SCHW,2003,4,22,0.05,0.05,0.0
SCHW,2003,1,21,0.08,0.07,-12.5
SCHW,2002,10,15,0.07,0.07,0.0
SCHW,2002,7,16,0.08,0.07,-12.5
SCHW,2002,4,16,0.08,0.08,0.0
SCHW,2002,1,15,0.08,0.08,0.0
SCHW,2001,10,16,0.05,0.06,20.0
SCHW,2001,7,17,0.08,0.07,-12.5
SCHW,2001,4,17,0.08,0.08,0.0
SCHW,2001,1,18,0.12,0.11,-8.3333
SCHW,2000,10,17,0.12,0.12,0.0
SCHW,2000,7,18,0.15,0.14,-6.6667
SCHW,2000,4,17,0.22,0.22,0.0
SCHW,2000,1,18,0.13,0.13,0.0
SCHW,1999,10,14,0.1,0.1,0.0
SCHW,1999,7,16,0.11,0.12,9.0909
SCHW,1999,4,15,0.11,0.12,9.0909
SCHW,1999,1,19,0.08,0.09,12.5
SCHW,1998,10,15,0.07,0.08,14.2857
SCHW,1998,7,16,0.06,0.06,0.0
SCHW,1998,4,15,0.06,0.06,0.0
SCHW,1998,1,14,0.06,0.06,0.0
SCHW,1997,10,15,0.06,0.06,0.0
SCHW,1997,7,16,0.05,0.05,0.0
SCHW,1997,4,16,0.05,0.05,0.0
SCHW,1997,1,16,0.05,0.05,0.0
SCHW,1996,10,11,0.04,0.05,25.0
SCHW,1996,7,17,0.04,0.06,50.0
SCHW,1996,4,16,0.04,0.04,0.0
SO,2024,8,1,0.92,1.1,19.5652
SO,2024,5,2,0.91,1.03,13.1868
SO,2024,2,15,0.6,0.64,6.6667
SO,2023,11,2,1.32,1.42,7.5758
SO,2023,8,3,0.75,0.79,5.3333
SO,2023,4,27,0.71,0.79,11.2676
SO,2023,2,16,0.24,0.26,8.3333
SO,2022,10,27,1.33,1.31,-1.5038
SO,2022,7,28,0.84,1.07,27.381
SO,2022,4,28,0.9,0.97,7.7778
SO,2022,2,17,0.35,0.36,2.8571
SO,2021,11,4,1.22,1.23,0.8197
SO,2021,7,29,0.79,0.84,6.3291
SO,2021,4,29,0.83,0.98,18.0723
SO,2021,2,18,0.42,0.47,11.9048
SO,2020,10,29,1.21,1.22,0.8264
SO,2020,7,30,0.67,0.78,16.4179
SO,2020,4,30,0.71,0.78,9.8592
SO,2020,2,20,0.27,0.27,0.0
SO,2019,10,30,1.14,1.34,17.5439
SO,2019,7,31,0.73,0.8,9.589
SO,2019,5,1,0.72,0.7,-2.7778
SO,2019,2,20,0.23,0.25,8.6957
SO,2018,11,7,1.07,1.14,6.5421
SO,2018,8,8,0.69,0.8,15.942
SO,2018,5,2,0.83,0.88,6.0241
SO,2018,2,21,0.46,0.51,10.8696
SO,2017,11,1,1.07,1.12,4.6729
SO,2017,8,2,0.71,0.73,2.8169
SO,2017,5,3,0.6,0.66,10.0
SO,2017,2,22,0.33,0.24,-27.2727
SO,2016,10,31,1.17,1.28,9.4017
SO,2016,7,27,0.7,0.74,5.7143
SO,2016,4,27,0.53,0.58,9.434
SO,2016,2,3,0.43,0.44,2.3256
SO,2015,10,28,1.16,1.17,0.8621
SO,2015,7,29,0.69,0.71,2.8986
SO,2015,4,29,0.58,0.56,-3.4483
SO,2015,2,4,0.38,0.38,0.0
SO,2014,10,29,1.07,1.09,1.8692
SO,2014,7,30,0.66,0.68,3.0303
SO,2014,4,30,0.56,0.66,17.8571
SO,2014,1,29,0.46,0.5,8.6957
SO,2013,10,30,1.11,1.08,-2.7027
SO,2013,7,31,0.68,0.66,-2.9412
SO,2013,4,24,0.5,0.49,-2.0
SO,2013,1,30,0.39,0.44,12.8205
SO,2012,11,5,1.13,1.11,-1.7699
SO,2012,7,25,0.68,0.69,1.4706
SO,2012,4,25,0.46,0.42,-8.6957
SO,2012,1,25,0.3,0.3,0.0
SO,2011,10,26,1.04,1.07,2.8846
SO,2011,7,27,0.64,0.71,10.9375
SO,2011,4,27,0.5,0.5,0.0
SO,2011,1,26,0.18,0.18,0.0
SO,2010,10,27,0.99,0.98,-1.0101
SO,2010,7,28,0.59,0.62,5.0847
SO,2010,4,28,0.44,0.6,36.3636
SO,2010,1,27,0.3,0.31,3.3333
SO,2009,10,28,0.98,0.99,1.0204
SO,2009,7,29,0.59,0.6,1.6949
SO,2009,4,29,0.41,0.42,2.439
SO,2009,1,28,0.25,0.26,4.0
SO,2008,10,23,1.02,1.01,-0.9804
SO,2008,7,30,0.57,0.63,10.5263
SO,2008,4,30,0.41,0.47,14.6341
SO,2008,1,30,0.24,0.26,8.3333
SO,2007,10,25,0.99,0.99,0.0
SO,2007,7,26,0.52,0.55,5.7692
SO,2007,4,27,0.35,0.41,17.1429
SO,2007,1,25,0.23,0.25,8.6957
SO,2006,10,26,0.95,0.99,4.2105
SO,2006,7,27,0.51,0.52,1.9608
SO,2006,4,25,0.39,0.35,-10.2564
SO,2006,1,26,0.22,0.21,-4.5455
SO,2005,10,25,0.9,0.97,7.7778
SO,2005,7,26,0.51,0.52,1.9608
SO,2005,4,26,0.41,0.43,4.878
SO,2005,1,25,0.21,0.24,14.2857
SO,2004,10,21,0.87,0.87,0.0
SO,2004,7,28,0.48,0.48,0.0
SO,2004,4,28,0.37,0.45,21.6216
SO,2004,1,29,0.17,0.22,29.4118
SO,2003,10,21,0.78,0.85,8.9744
SO,2003,7,29,0.45,0.49,8.8889
SO,2003,4,30,0.33,0.41,24.2424
SO,2003,1,27,0.16,0.23,43.75
SO,2002,10,30,0.79,0.84,6.3291
SO,2002,7,22,0.42,0.47,11.9048
SO,2002,4,18,0.29,0.32,10.3448
SO,2002,1,24,0.15,0.16,6.6667
SO,2001,10,22,0.79,0.8,1.2658
SO,2001,7,23,0.39,0.4,2.5641
SO,2001,4,26,0.23,0.23,0.0
SO,2001,1,19,0.24,0.21,-12.5
SO,2000,10,23,0.91,1.03,13.1868
SO,2000,7,18,0.47,0.52,10.6383
SO,2000,4,17,0.36,0.37,2.7778
SO,2000,1,20,0.23,0.22,-4.3478
SO,1999,10,19,0.79,0.79,0.0
SO,1999,7,19,0.4,0.45,12.5
SO,1999,4,19,0.32,0.32,0.0
SO,1999,1,19,0.3,0.25,-16.6667
SO,1998,10,19,0.76,0.74,-2.6316
SO,1998,7,20,0.35,0.39,11.4286
SO,1998,4,20,0.31,0.35,12.9032
SO,1998,1,20,0.34,0.28,-17.6471
SO,1997,10,20,0.77,0.72,-6.4935
SO,1997,7,24,0.42,0.31,-26.1905
SO,1997,4,23,0.34,0.28,-17.6471
SO,1997,1,20,0.25,0.21,-16.0
SO,1996,10,23,0.71,0.69,-2.8169
SO,1996,7,24,0.42,0.43,2.381
SO,1996,4,24,0.32,0.35,9.375
SPG,2024,8,5,1.51,1.51,0.0
SPG,2024,5,6,1.38,2.25,63.0435
SPG,2024,2,5,1.87,2.29,22.4599
SPG,2023,10,30,1.55,1.82,17.4194
SPG,2023,8,2,1.54,1.49,-3.2468
SPG,2023,5,2,1.39,1.38,-0.7194
SPG,2023,2,6,1.7,2.06,21.1765
SPG,2022,11,1,1.44,1.65,14.5833
SPG,2022,8,1,1.43,1.51,5.5944
SPG,2022,5,9,1.29,1.3,0.7752
SPG,2022,2,7,1.44,1.53,6.25
SPG,2021,11,1,1.09,1.77,62.3853
SPG,2021,8,2,1.01,1.56,54.4554
SPG,2021,5,10,0.96,1.36,41.6667
SPG,2021,2,8,0.88,0.86,-2.2727
SPG,2020,11,9,0.9,0.74,-17.7778
SPG,2020,8,10,0.98,0.83,-15.3061
SPG,2020,5,11,1.65,1.43,-13.3333
SPG,2020,2,4,1.56,1.66,6.4103
SPG,2019,10,30,1.7,1.77,4.1176
SPG,2019,7,31,1.65,1.6,-3.0303
SPG,2019,4,30,1.67,1.78,6.5868
SPG,2019,2,1,1.9,2.3,21.0526
SPG,2018,10,25,1.73,1.8,4.0462
SPG,2018,7,30,1.64,1.77,7.9268
SPG,2018,4,27,1.52,1.62,6.5789
SPG,2018,1,31,1.77,1.84,3.9548
SPG,2017,10,27,1.63,1.65,1.227
SPG,2017,8,1,1.24,1.23,-0.8065
SPG,2017,4,27,1.48,1.53,3.3784
SPG,2017,1,31,1.45,1.64,13.1034
SPG,2016,10,26,1.49,1.61,8.0537
SPG,2016,7,27,1.43,1.45,1.3986
SPG,2016,4,26,1.28,1.55,21.0938
SPG,2016,1,29,1.22,1.6,31.1475
SPG,2015,10,27,1.29,1.36,5.4264
SPG,2015,7,24,1.22,1.52,24.5902
SPG,2015,4,24,1.06,1.16,9.434
SPG,2015,1,30,1.32,1.3,-1.5152
SPG,2014,10,22,0.83,1.16,39.759
SPG,2014,7,23,0.96,1.43,48.9583
SPG,2014,4,22,1.0,1.1,10.0
SPG,2014,1,31,1.16,1.23,6.0345
SPG,2013,10,25,0.95,1.0,5.2632
SPG,2013,7,29,0.88,1.1,25.0
SPG,2013,4,26,0.77,0.91,18.1818
SPG,2013,2,4,1.08,1.01,-6.4815
SPG,2012,10,25,0.78,0.84,7.6923
SPG,2012,7,24,0.93,0.71,-23.6559
SPG,2012,4,27,0.84,2.18,159.5238
SPG,2012,2,3,0.9,1.24,37.7778
SPG,2011,10,25,0.68,0.93,36.7647
SPG,2011,7,26,0.61,0.7,14.7541
SPG,2011,4,29,0.54,0.61,12.963
SPG,2011,2,4,0.77,0.74,-3.8961
SPG,2010,11,1,0.39,0.79,102.5641
SPG,2010,7,30,0.46,0.52,13.0435
SPG,2010,4,30,-0.22,0.03,113.6364
SPG,2010,2,5,0.46,0.32,-30.4348
SPG,2009,10,30,0.35,0.38,8.5714
SPG,2009,8,4,0.31,-0.08,-125.8065
SPG,2009,5,1,0.25,0.45,80.0
SPG,2009,1,30,0.8,0.64,-20.0
SPG,2008,11,3,0.46,0.5,8.6957
SPG,2008,7,28,0.39,0.34,-12.8205
SPG,2008,4,29,0.35,0.39,11.4286
SPG,2008,2,1,0.61,0.6,-1.6393
SPG,2007,10,29,0.43,0.74,72.093
SPG,2007,7,30,0.41,0.27,-34.1463
SPG,2007,4,27,0.33,0.44,33.3333
SPG,2007,2,2,0.68,0.92,35.2941
SPG,2006,10,30,0.32,0.43,34.375
SPG,2006,7,31,0.28,0.37,32.1429
SPG,2006,4,28,0.21,0.47,123.8095
SPG,2006,2,6,0.59,0.44,-25.4237
SPG,2005,10,27,0.16,0.3,87.5
SPG,2005,7,28,0.23,0.27,17.3913
SPG,2005,4,28,0.12,0.26,116.6667
SPG,2005,2,10,0.7,0.49,-30.0
SPG,2004,10,27,,0.3517,
SPG,2004,7,28,0.35,0.34,-2.8571
SPG,2004,5,6,0.36,0.24,-33.3333
SPG,2004,2,5,0.64,0.64,0.0
SPG,2003,10,30,0.36,0.29,-19.4444
SPG,2003,7,31,,0.4353,
SPG,2003,5,7,0.26,0.29,11.5385
SPG,2003,2,7,,0.5064,
SPG,2002,10,31,0.33,0.33,0.0
SPG,2002,7,31,0.39,0.91,133.3333
SPG,2002,5,9,,0.1687,
SPG,2002,2,7,0.32,0.43,34.375
