Open,High,Low,Close,Volume,Year,Month,Day,5_SMA,5_EMA,20_SMA,20_EMA,50_SMA,50_EMA,200_SMA,200_EMA,Cross,MACD,Stochastic_Oscillator
4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,322352000,2000,1,3,4.1037500381469725,4.199459522358925,4.580781245231629,4.390137369001251,4.154187512397766,4.21368555561009,3.550882933139801,3.622403897867761,0.6033045792579652,-0.032985021136079595,0.5578946565326891
4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,349748000,2000,1,4,4.100000095367432,4.165264745150904,4.566250014305115,4.362207637737786,4.157500014305115,4.209104756987532,3.554867309331894,3.6271250052594732,0.602632704973221,-0.05012105191259053,0.2447369224146793
3.5250000953674316,3.7562499046325684,3.4000000953674316,3.487499952316284,769148000,2000,1,5,3.962500047683716,3.9393431475393643,4.5254687666893005,4.27890214388812,4.144500017166138,4.180806529353366,3.5573829340934755,3.625735701250089,0.5871170830726622,-0.11158666710236353,0.0
3.565624952316284,3.6343750953674316,3.200000047683716,3.278125047683716,375040000,2000,1,6,3.827500057220459,3.718937114254148,4.467968773841858,4.1835900394877,4.128812518119812,4.145407255562399,3.5583126199245454,3.6222768887767915,0.5704998981952665,-0.17517411678467187,0.0
3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,210108000,2000,1,7,3.761875057220459,3.638666441291909,4.382812523841858,4.116402901952436,4.122437520027161,4.119239327711616,3.558218870162964,3.6208425425737136,0.5642186498641966,-0.2070426377543355,0.1165756165391372
3.628124952316284,3.6312499046325684,3.278125047683716,3.4593749046325684,295158000,2000,1,10,3.5600000381469727,3.5789025957387954,4.289062523841858,4.053828806969592,4.120625019073486,4.093362291512438,3.558132929801941,3.6192358994101204,0.5624920892715455,-0.23114713364099249,0.10564654391911564
3.34375,3.5,3.25,3.3375000953674316,210654000,2000,1,11,3.4081250190734864,3.4984350956150077,4.199687528610229,3.9856070249122433,4.1167500209808345,4.063720636761654,3.556117305755615,3.6164325580763625,0.5606327152252195,-0.25712047407885663,0.03696500913375055
3.393749952316284,3.4000000953674316,3.1500000953674316,3.1781249046325684,216090000,2000,1,12,3.3462500095367433,3.3916650319541946,4.119531273841858,3.9087039658379887,4.111187520027161,4.028991392364435,3.5514219903945925,3.6120712878928423,0.5597655296325685,-0.28725349990413696,0.0
3.246875047683716,3.359375,3.15625,3.296875,208962000,2000,1,13,3.35,3.36006835463613,4.043125033378601,3.850434540520085,4.110687518119812,4.000280945605045,3.5463829255104065,3.6089350064212717,0.5643045926094059,-0.29811550968205003,0.09200975232364
3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,137072000,2000,1,14,3.296875,3.3108789348798973,3.966562533378601,3.7896788790769755,4.109125018119812,3.9693875789290605,3.5410704255104064,3.6049903804406367,0.5680545926094056,-0.30995906518036875,0.0266345283833776
3.171875,3.2593750953674316,3.1500000953674316,3.206249952316284,107698000,2000,1,18,3.2462500095367433,3.2760026073586928,3.8917187809944154,3.734114219385481,4.110187516212464,3.93946061317954,3.533789175748825,3.601022813991638,0.5763983404636388,-0.316204493974523,0.0217918028904504
3.206249952316284,3.375,3.1500000953674316,3.340625047683716,164910000,2000,1,19,3.246875,3.297543420800367,3.816250038146973,3.696639060175789,4.112062516212464,3.9159768655130374,3.5276329255104066,3.5984317914413104,0.5844295907020571,-0.30677478534833025,0.1259080918497752
3.346874952316284,3.3499999046325684,3.1968750953674316,3.237499952316284,119560000,2000,1,20,3.258750009536743,3.277528931305673,3.728437530994415,3.6529115260939315,4.09881251335144,3.8893699277406157,3.5218438613414764,3.5948404298579772,0.5769686520099637,-0.3041173313787908,0.04600487616182
3.231250047683716,3.231250047683716,3.0,3.1031250953674316,229238000,2000,1,21,3.2200000286102295,3.219394319326259,3.6393750309944153,3.6005509136437888,4.09006251335144,3.8585367970593145,3.5149844872951506,3.589947739962549,0.5750780260562895,-0.3092889177817235,0.0
3.378124952316284,3.668750047683716,3.375,3.5062499046325684,583404000,2000,1,24,3.2787499904632567,3.315012847761696,3.5896875262260437,3.5915698651665298,4.08818751335144,3.8447216248072853,3.5096563613414764,3.5891149256806587,0.5785311520099636,-0.27765796601607073,0.40566014649395765
3.5,3.5625,3.299999952316284,3.4625000953674316,188682000,2000,1,25,3.3300000190734864,3.3641752636302744,3.5600000262260436,3.579277506138044,4.084437513351441,3.829732545221409,3.5039141714572906,3.587855076622816,0.5805233418941502,-0.25320170122919095,0.8914732900093918
