Open,High,Low,Close,Volume,Year,Month,Day,5_SMA,5_EMA,20_SMA,20_EMA,50_SMA,50_EMA,200_SMA,200_EMA,Cross,MACD,Stochastic_Oscillator
0.09028997256954827,0.09100632637975142,0.08431790640239138,0.08945345878601074,300912000,2000,1,3,0.08813963085412979,0.08807506514062624,0.07888985350728035,0.0803937054563554,0.06728956051170826,0.06986670103627658,0.04596194453537464,0.05131013697568592,0.02132761597633362,0.0061712969219540476,0.9888452813407131
0.08790061693792751,0.08814000752949391,0.08264581918926892,0.08706501871347427,300480000,2000,1,4,0.08854577988386154,0.08773838299824224,0.07949893847107888,0.08102906862370005,0.06820678748190404,0.07054114486675493,0.0462025973573327,0.051665906943226106,0.022004190124571332,0.005950960392653498,0.877120001226789
0.08455728840731565,0.08598999576731514,0.08300442109582187,0.08419865369796753,188352000,2000,1,5,0.08780538737773895,0.086558473231484,0.08009013459086418,0.08133093386886839,0.06910730205476284,0.07107673344837112,0.04644086066633463,0.051989615866158856,0.022666441388428216,0.005481858946606619,0.7430385821664607
0.0841986711023033,0.0841986711023033,0.07548042687743836,0.07870448380708694,120480000,2000,1,6,0.08582270741462708,0.08394047675668498,0.08024537675082684,0.08108079576774635,0.06982149176299572,0.0713758609134188,0.04665285017341375,0.052255435447660634,0.02316864158958197,0.004613576637791883,0.3825579871521598
0.07834675818623088,0.08085445424344236,0.077152525437472,0.08001886308193207,71184000,2000,1,7,0.08388809561729431,0.08263327219843401,0.08057979717850686,0.08097965932147833,0.07060018032789231,0.07171480217492912,0.046869022101163865,0.052531688458946915,0.023731158226728444,0.003985572872038157,0.1818448783697092
0.08025734481946657,0.08599001377097254,0.07882463715950226,0.08264580368995667,239856000,2000,1,10,0.0825265645980835,0.0826374493622749,0.08108739033341408,0.08113833973752388,0.0714696379005909,0.07214346890100863,0.04708220396190882,0.052831331396568905,0.024387433938682077,0.0036576840115089687,0.35871144747879075
0.08216794137557774,0.08312369270095414,0.07930160313844681,0.07930160313844681,148128000,2000,1,11,0.080973881483078,0.08152550062099888,0.08143969811499119,0.08096341244237368,0.07221009686589241,0.07242418004757484,0.047272693626582624,0.053094717185045305,0.02493740323930979,0.0030923341877658467,0.05434563700363936
0.07930157568677419,0.07942173563627009,0.07619676368798986,0.07727175205945969,123552000,2000,1,12,0.07958850115537644,0.08010758443381916,0.08175022527575493,0.080611825739239,0.07285741992294788,0.072614280910786,0.047470351308584215,0.05333528469623351,0.025387068614363663,0.0024522305738283595,0.0
0.07715254682190914,0.08121311150672655,0.07619679542924639,0.08049584180116653,132192000,2000,1,13,0.07994677275419235,0.08023700355626828,0.08233541734516621,0.08060077964989877,0.0735118979215622,0.07292336173001662,0.04767099468037486,0.05360553899578508,0.025840903241187332,0.0021799715898957878,0.2595849927444816
0.08169097509883577,0.08730348407689432,0.08145157771815546,0.08395927399396896,604560000,2000,1,14,0.08073485493659974,0.08147776036883518,0.0831176746636629,0.08092063625409594,0.07414249129593373,0.0733561426031128,0.04789492642506957,0.05390756620969736,0.02624756487086416,0.002218105477238899,0.5384404504600161
